jlpt_level,jp,reading,meaning_ko,kind,is_active
N1,華々しい,はなばなしい,"눈부신, 장엄한, 장관을 이루는",vocab,true
N1,華やか,はなやか,"찬란한, 화려한, 화려한",vocab,true
N1,華奢,きゃしゃ,"섬세한, 날씬한",vocab,true
N1,萎びる,しなびる,"오그라들다, 퇴색하다",vocab,true
N1,落ち着き,おちつき,"차분함, 침착함",vocab,true
N1,落ち込む,おちこむ,우울해지다,vocab,true
N1,落下,らっか,"떨어지다, 떨어지다, 내려오다",vocab,true
N1,落葉,おちば,낙엽,vocab,true
N1,著しい,いちじるしい,"주목할 만한, 상당한",vocab,true
N1,著名,ちょめい,"잘 알려진, 주목받는, 유명한",vocab,true
N1,著書,ちょしょ,"문학 작품, 책",vocab,true
N1,葬る,ほうむる,"매장하다, 매장하다",vocab,true
N1,蒸溜,じょうりゅう,증류,vocab,true
N1,蓄積,ちくせき,"축적하다, 축적하다, 저장하다",vocab,true
N1,蔵,くら,"창고, 지하실",vocab,true
N1,蔵相,ぞうしょう,재무장관,vocab,true
N1,蕾,つぼみ,"봉오리, 꽃봉오리",vocab,true
N1,薄弱,はくじゃく,"나약함, 나약함, 나약함",vocab,true
N1,藁,わら,빨대,vocab,true
N1,蛋白質,たんぱくしつ,단백질,vocab,true
N1,蜂蜜,はちみつ,꿀,vocab,true
N1,蝶,ちょう,나비,vocab,true
N1,融資,ゆうし,"자금 조달, 대출",vocab,true
N1,融通,ゆうずう,"적응성, 다재다능함, 금융",vocab,true
N1,衆議院,しゅうぎいん,"하원, 하원",vocab,true
N1,行い,おこない,"행위, 행동, 행위",vocab,true
N1,行き違い,いきちがい,"오해, 불일치",vocab,true
N1,行政,ぎょうせい,관리,vocab,true
N1,行為,こうい,"행위, 행위, 행실",vocab,true
N1,行進,こうしん,"행진, 퍼레이드",vocab,true
N1,街道,かいどう,고속도로,vocab,true
N1,街頭,がいとう,거리에서,vocab,true
N1,衝撃,しょうげき,"충격, 충돌, 충격, 탄도",vocab,true
N1,衣装,いしょう,"의복, 의상, 차림새",vocab,true
N1,衣類,いるい,"옷, 의복, 의복",vocab,true
N1,衰える,おとろえる,"약해지다, 쇠퇴하다",vocab,true
N1,装備,そうび,장비,vocab,true
N1,装飾,そうしょく,장식,vocab,true
N1,裏返し,うらがえし,"뒤집어서, 거꾸로",vocab,true
N1,補充,ほじゅう,"보충하다, 보충하다, 보충하다",vocab,true
N1,補助,ほじょ,"지원, 지원, 보조",vocab,true
N1,補強,ほきょう,보강,vocab,true
N1,補給,ほきゅう,"공급하다, 공급하다, 보충하다",vocab,true
N1,補足,ほそく,"보충하다, 보완하다",vocab,true
N1,裸足,はだし,맨발,vocab,true
N1,製法,せいほう,"제조방법, 레시피, 제조법",vocab,true
N1,製鉄,せいてつ,철 제조,vocab,true
N1,裾,すそ,"(바지) 소맷단, (스커트) 단, 머리 끝",vocab,true
N1,複合,ふくごう,"복합적인, 복잡한",vocab,true
N1,褒美,ほうび,"보상, 상",vocab,true
N1,襟,えり,"목, 칼라",vocab,true
N1,襲う,おそう,공격하다,vocab,true
N1,襲撃,しゅうげき,"공격하다, 돌격하다, 급습하다",vocab,true
N1,西日,にしび,서쪽으로 가는 태양,vocab,true
N1,要する,ようする,"요구하다, 요구하다, 취하다",vocab,true
N1,要因,よういん,"주된 요인, 주된 원인",vocab,true
N1,要望,ようぼう,"요구하다, 요구하다",vocab,true
N1,要請,ようせい,"청구, 요구, 요청, 신청",vocab,true
N1,覆す,くつがえす,"뒤엎다, 뒤엎다, 전복시키다",vocab,true
N1,覆面,ふくめん,"가면, 베일, 변장",vocab,true
N1,見せびらかす,みせびらかす,"뽐내다, 과시하다",vocab,true
N1,見せ物,みせもの,"쇼, 전시회",vocab,true
N1,見なす,みなす,"~로 간주하다, ~로 간주하다",vocab,true
N1,見合い,みあい,정식 결혼 인터뷰,vocab,true
N1,見合わせる,みあわせる,시선을 교환하다; 연기하다,vocab,true
N1,見地,けんち,관점,vocab,true
N1,見晴らし,みはらし,보다,vocab,true
N1,見渡す,みわたす,"(장면을) 살펴보다, 자세히 살펴보다, 광범위하게 살펴보다",vocab,true
N1,見積もり,みつもり,"견적, 견적",vocab,true
N1,見習う,みならう,다른 사람의 모범을 따르다,vocab,true
N1,見苦しい,みぐるしい,"보기 흉한, 추악한",vocab,true
N1,見落とす,みおとす,"간과하다, 눈치채지 못하다",vocab,true
N1,見計らう,みはからう,자기 마음대로 선택하다,vocab,true
N1,見込み,みこみ,"전망, 기대, 희망",vocab,true
N1,見逃す,みのがす,"놓치다, 간과하다, 크게 떠나다",vocab,true
N1,見通し,みとおし,"원근감, 탁 트인 시야, 전망",vocab,true
N1,規定,きてい,"규제, 조항",vocab,true
N1,規格,きかく,"표준, 표준",vocab,true
N1,規模,きぼ,"규모, 범위, 계획, 구조",vocab,true
N1,規範,きはん,"모델, 표준, 예",vocab,true
N1,規約,きやく,"계약, 규칙, 코드",vocab,true
N1,視察,しさつ,"검사, 관찰",vocab,true
N1,視野,しや,"시야, 전망",vocab,true
N1,覚え,おぼえ,"기억, 감각, 경험",vocab,true
N1,親しむ,したしむ,"친해지다, 친구가 되다",vocab,true
N1,親善,しんぜん,우정,vocab,true
N1,親父,おやじ,"아버지, 노인, 상사",vocab,true
N1,観点,かんてん,관점,vocab,true
N1,観衆,かんしゅう,"관중, 관객",vocab,true
N1,観覧,かんらん,보기,vocab,true
N1,角,つの,뿔,vocab,true
N1,解ける,ほどける,"풀리다, 헤어지다",vocab,true
N1,解剖,かいぼう,"해부, 부검",vocab,true
N1,解除,かいじょ,"취소, 해제, 취소",vocab,true
N1,言い訳,いいわけ,"변명, 설명",vocab,true
N1,言付け,ことづけ,메시지를 남기려고,vocab,true
N1,言論,げんろん,"토론, 연설",vocab,true
N1,訂正,ていせい,"수정, 개정",vocab,true
N1,討論,とうろん,논의; 토론,vocab,true
N1,討議,とうぎ,"논쟁, 토론",vocab,true
N1,記す,しるす,"메모하다, 적어 두다",vocab,true
N1,記名,きめい,"서명, 등록",vocab,true
N1,記載,きさい,"언급, 입장",vocab,true
N1,記述,きじゅつ,"설명하다, 설명하다",vocab,true
N1,訪れる,おとずれる,방문하다,vocab,true
N1,設ける,もうける,"창조하다, 확립하다",vocab,true
N1,設定,せってい,"설립, 창조",vocab,true
N1,設立,せつりつ,"설립, 재단, 기관",vocab,true
N1,設置,せっち,"설립, 기관",vocab,true
N1,許容,きょよう,"허가, 용서",vocab,true
N1,訴え,うったえ,"소송, 고소",vocab,true
N1,訴訟,そしょう,"소송, 소송",vocab,true
N1,診療,しんりょう,건강검진과 치료,vocab,true
N1,証拠,しょうこ,"증거, 증거",vocab,true
N1,証言,しょうげん,"증거, 증언",vocab,true
N1,詐欺,さぎ,"사기, 사기",vocab,true
N1,試み,こころみ,"재판, 실험",vocab,true
N1,試みる,こころみる,"시도하다, 테스트하다",vocab,true
N1,詫び,わび,사과,vocab,true
N1,詰る,なじる,"꾸짖다, 꾸짖다, 꾸짖다",vocab,true
N1,該当,がいとう,"상응하는, 응답하는, 아래에 오는",vocab,true
N1,詳細,しょうさい,"세부사항, 세부사항",vocab,true
N1,誇る,ほこる,"자랑하다, 자랑스러워하다",vocab,true
N1,誇張,こちょう,과장,vocab,true
N1,認識,にんしき,"인식, 인지",vocab,true
N1,誘導,ゆうどう,"지도하다, 지도하다, 유인하다",vocab,true
N1,誘惑,ゆうわく,"유혹, 매혹, 매혹",vocab,true
N1,語彙,ごい,"어휘, 용어집",vocab,true
N1,語源,ごげん,"단어 어근, 단어 파생, 어원",vocab,true
N1,誠,まこと,"진실, 믿음, 충실함",vocab,true
N1,誠に,まことに,"정말, 정말 (매우 정중하게), 절대적으로",vocab,true
N1,誠実,せいじつ,"진실한, 정직한, 충실한",vocab,true
N1,誤る,あやまる,실수하다,vocab,true
N1,誤差,ごさ,오류,vocab,true
N1,説得,せっとく,설득,vocab,true
N1,読み上げる,よみあげる,"큰 소리로 (그리고 명확하게) 읽다, 출석을 부르다",vocab,true
N1,課外,かがい,과외 활동,vocab,true
N1,調べ,しらべ,"조사, 검사",vocab,true
N1,調停,ちょうてい,"중재, 조정, 조정",vocab,true
N1,調印,ちょういん,"서명, 서명, 봉인",vocab,true
N1,調和,ちょうわ,조화,vocab,true
N1,調理,ちょうり,요리,vocab,true
N1,論理,ろんり,논리,vocab,true
N1,論議,ろんぎ,논의,vocab,true
N1,諦め,あきらめ,"사임, 화해, 위로",vocab,true
N1,諸君,しょくん,신사 숙녀 여러분!,vocab,true
N1,講習,こうしゅう,"단기 코스, 훈련",vocab,true
N1,講読,こうどく,독서,vocab,true
N1,謝絶,しゃぜつ,거절,vocab,true
N1,謹む,つつしむ,"조심하다, 순결하다, 신중하다",vocab,true
N1,警戒,けいかい,"경고, 훈계, 경계",vocab,true
N1,警部,けいぶ,경찰 조사관,vocab,true
N1,議事堂,ぎじどう,다이어트 빌딩,vocab,true
N1,議案,ぎあん,입법 법안,vocab,true
N1,議決,ぎけつ,"결의, 결정, 투표",vocab,true
N1,議題,ぎだい,"토론 주제, 안건",vocab,true
N1,譲歩,じょうほ,"양보, 조정, 타협",vocab,true
N1,護衛,ごえい,"경비병, 호송대, 호위대",vocab,true
N1,豊作,ほうさく,"풍성한 수확, 풍작",vocab,true
N1,象徴,しょうちょう,상징,vocab,true
N1,貝殻,かいがら,껍데기,vocab,true
N1,負かす,まかす,패배하다,vocab,true
N1,負債,ふさい,"부채, 부채",vocab,true
N1,負傷,ふしょう,"부상, 상처",vocab,true
N1,負担,ふたん,부담; 짐,vocab,true
N1,財,ざい,"행운, 재물",vocab,true
N1,財政,ざいせい,"경제, 재정",vocab,true
N1,財源,ざいげん,"자금, 자원, 재정의 원천",vocab,true
N1,貧乏,びんぼう,"빈곤, 궁핍한, 가난한",vocab,true
N1,貧困,ひんこん,"가난, 결핍",vocab,true
N1,貧弱,ひんじゃく,"가난한, 빈약한, 실체가 없는",vocab,true
N1,貨幣,かへい,"돈, 통화, 주화",vocab,true
N1,貫く,つらぬく,통과하다,vocab,true
N1,貫禄,かんろく,"존재감, 위엄",vocab,true
N1,責務,せきむ,"의무, 의무",vocab,true
N1,貯蓄,ちょちく,저금,vocab,true
N1,貴い,とうとい,"귀중한, 귀중한, 고귀한",vocab,true
N1,貴族,きぞく,"고귀한, 귀족",vocab,true
N1,費やす,ついやす,"소비하다, 헌신하다, 낭비하다",vocab,true
N1,賃金,ちんぎん,임금,vocab,true
N1,賄う,まかなう,"식사를 제공하다, 식사를 제공하다, 지불하다",vocab,true
N1,資産,しさん,"재산, 재물, 재산",vocab,true
N1,資金,しきん,"자금, 자본",vocab,true
N1,賑わう,にぎわう,"번영하다, 번영하다, 사람들로 북적거리다",vocab,true
N1,賛美,さんび,"찬양, 숭배, 영광",vocab,true
N1,賜る,たまわる,"부여하다, 수여하다",vocab,true
N1,賠償,ばいしょう,"배상, 면책, 보상",vocab,true
N1,賢明,けんめい,"지혜, 총명, 신중함",vocab,true
N1,質疑,しつぎ,질문,vocab,true
N1,質素,しっそ,"단순함, 겸손함, 검소함",vocab,true
N1,賭,かけ,"도박, 도박, 도박",vocab,true
N1,購入,こうにゅう,"구매하다, 구매하다",vocab,true
N1,購読,こうどく,신청,vocab,true
N1,購買,こうばい,"구매하다, 구매하다",vocab,true
N1,赤らむ,あからむ,"붉어지다, 얼굴이 붉어지다",vocab,true
N1,赤字,あかじ,"적자, 적자에 들어가다",vocab,true
N1,走行,そうこう,"바퀴가 달린 차량 운행(예: 자동차, 여행)",vocab,true
N1,赴く,おもむく,"가다, 진행하다",vocab,true
N1,赴任,ふにん,(계속해서) 새로운 약속,vocab,true
N1,起伏,きふく,파동,vocab,true
N1,起点,きてん,출발점,vocab,true
N1,超,ちょう,"슈퍼, 울트라, 하이퍼",vocab,true
N1,趣,おもむき,"맛,외관,기묘하다",vocab,true
N1,趣旨,しゅし,"객체, 의미",vocab,true
N1,足し算,たしざん,덧셈,vocab,true
N1,跡継ぎ,あとつぎ,"상속인, 후계자",vocab,true
N1,踏まえる,ふまえる,"~에 근거를 두고 있다, 유래를 갖고 있다",vocab,true
N1,踏み込む,ふみこむ,"(다른 사람의 영역에 들어가다, 침입하다, 침입하다)",vocab,true
N1,蹴飛ばす,けとばす,"(누군가를) 걷어차다, 걷어차다",vocab,true
N1,身なり,みなり,개인적인 외모,vocab,true
N1,身の上,みのうえ,"자신의 미래, 복지, 개인 이력",vocab,true
N1,身の回り,みのまわり,"개인의 외모, 개인 소지품",vocab,true
N1,身振り,みぶり,몸짓,vocab,true
N1,身近,みぢか,"자신에게 가까운, 가까운, 친숙한",vocab,true
N1,躾,しつけ,"규율, 훈련",vocab,true
N1,躾ける,しつける,"훈계하다, 매너를 가르치다",vocab,true
N1,軌道,きどう,궤도; 길,vocab,true
N1,軍事,ぐんじ,군사,vocab,true
N1,軍備,ぐんび,"군비, 군사 준비",vocab,true
N1,軍服,ぐんぷく,군복이나 해군복,vocab,true
N1,軍艦,ぐんかん,"군함, 전함",vocab,true
N1,軒並,のきなみ,줄지어 늘어선 집들; 균일하게,vocab,true
N1,転じる,てんじる,"돌리다, 변속하다",vocab,true
N1,転ずる,てんずる,"돌리다, 변속하다",vocab,true
N1,転任,てんにん,게시물 변경,vocab,true
N1,転勤,てんきん,(회사의 다른 사무실로) 이전,vocab,true
N1,転回,てんかい,"혁명, 회전",vocab,true
N1,転居,てんきょ,"이사하다, 거주지를 바꾸다",vocab,true
N1,転換,てんかん,"개종하다, 전환시키다",vocab,true
N1,転落,てんらく,"추락, 저하",vocab,true
N1,軸,じく,"축, 줄기, 샤프트",vocab,true
N1,軽快,けいかい,"활기찬, 캐주얼한, 가벼운",vocab,true
N1,軽減,けいげん,"감소하다, 줄이다",vocab,true
N1,軽率,けいそつ,"생각이 없는, 부주의한, 성급한",vocab,true
N1,軽蔑,けいべつ,"경멸, 경멸",vocab,true
N1,辛抱,しんぼう,"인내, 인내",vocab,true
N1,辞職,じしょく,사직,vocab,true
N1,辟易,へきえき,"움츠러들다, ​​움츠러들다, ​​굴복하다, 겁을 먹다",vocab,true
N1,農地,のうち,농경지,vocab,true
N1,農場,のうじょう,농장,vocab,true
N1,農耕,のうこう,"농업, 농업",vocab,true
N1,込める,こめる,"포함시키다, 넣다",vocab,true
N1,辿り着く,たどりつく,"도달하다, 어떻게든 해내다",vocab,true
N1,辿る,たどる,"(길을) 따르다, (과정을) 추구하다, 추적하다",vocab,true
N1,迅速,じんそく,"빠르다, 빠르다, 신속하다",vocab,true
N1,近眼,きんがん,근시,vocab,true
N1,近郊,きんこう,"교외, 외곽",vocab,true
N1,返済,へんさい,반환,vocab,true
N1,返答,へんとう,회신하다,vocab,true
N1,返還,へんかん,"반환, 복원",vocab,true
N1,迫害,はくがい,박해,vocab,true
N1,追い出す,おいだす,"추방하다, 몰아내다",vocab,true
N1,追い込む,おいこむ,"무리를 몰다, 모퉁이를 돌다, 운전하다",vocab,true
N1,追及,ついきゅう,"조사, 조사",vocab,true
N1,追放,ついほう,"추방, 추방",vocab,true
N1,追跡,ついせき,추구,vocab,true
N1,退化,たいか,"퇴화, 퇴행",vocab,true
N1,退治,たいじ,구제,vocab,true
N1,退職,たいしょく,퇴직(직위에서),vocab,true
N1,送金,そうきん,"송금, 송금",vocab,true
N1,逃げ出す,にげだす,"도망가다, ~로부터 탈출하다",vocab,true
N1,逃す,のがす,"자유롭게 하다, 자유롭게 하다, 도망가게 하다",vocab,true
N1,逃れる,のがれる,탈출하다,vocab,true
N1,逃亡,とうぼう,탈출하다,vocab,true
N1,逃走,とうそう,"도주, 탈영, 탈출",vocab,true
N1,逆立ち,さかだち,"물구나무서기, 물구나무서기",vocab,true
N1,逆転,ぎゃくてん,"(갑자기) 변화, 반전, 반전",vocab,true
N1,途上,とじょう,"경로 중/중, 중간",vocab,true
N1,途絶える,とだえる,"멈추다, 멈추다, 끝나다",vocab,true
N1,通常,つうじょう,"보통의, 보통의, 보통의",vocab,true
N1,造り,つくり,"메이크업, 구조, 체격",vocab,true
N1,連なる,つらなる,"쭉 뻗다, 쭉 뻗다, 일렬로 서다",vocab,true
N1,連ねる,つらねる,"연결하다, 연결하다, 하나로 묶다",vocab,true
N1,連中,れんちゅう,"동료, 회사, 많이",vocab,true
N1,連休,れんきゅう,연휴,vocab,true
N1,連帯,れんたい,연대,vocab,true
N1,連日,れんじつ,매일,vocab,true
N1,連盟,れんめい,"리그, 연합, 동맹",vocab,true
N1,連邦,れんぽう,"연방, 주 연합",vocab,true
N1,進み,すすみ,진전,vocab,true
N1,進出,しんしゅつ,진보,vocab,true
N1,進化,しんか,"진화, 진보",vocab,true
N1,進呈,しんてい,프레젠테이션,vocab,true
N1,進展,しんてん,"진보, 발전",vocab,true
N1,進度,しんど,진전,vocab,true
N1,遂げる,とげる,"달성하다, 달성하다, 수행하다",vocab,true
N1,遅くとも,おそくとも,늦어도,vocab,true
N1,遅らす,おくらす,"지연시키다, 지연시키다",vocab,true
N1,遊牧,ゆうぼく,유목 생활,vocab,true
N1,運命,うんめい,운명,vocab,true
N1,運営,うんえい,"관리, 행정, ​​운영",vocab,true
N1,運搬,うんぱん,"운송, 운송",vocab,true
N1,運用,うんよう,"활용하다, 응용하다, 실용화하다",vocab,true
N1,運賃,うんちん,"운임, 운송비, (승객)운임",vocab,true
N1,運輸,うんゆ,운송,vocab,true
N1,運送,うんそう,"배송, 화물",vocab,true
N1,過ち,あやまち,"과실, 실수, 무분별함",vocab,true
N1,過労,かろう,"과로, 긴장",vocab,true
N1,過密,かみつ,붐비는,vocab,true
N1,過疎,かそ,인구감소,vocab,true
N1,道場,どうじょう,"(아치) 도장, 무술 수련에 사용되는 홀, 만다라",vocab,true
N1,達成,たっせい,성취,vocab,true
N1,達者,たっしゃ,"능숙하다, 건강하다",vocab,true
N1,違える,ちがえる,변화하다,vocab,true
N1,遠ざかる,とおざかる,멀리 떠나다,vocab,true
N1,遠回り,とおまわり,"우회로, 우회로",vocab,true
N1,遠方,えんぽう,"먼 길, 먼 곳",vocab,true
N1,遥か,はるか,"멀다, 멀다, 멀다",vocab,true
N1,適宜,てきぎ,적당,vocab,true
N1,適応,てきおう,"적응, 조정, 순응",vocab,true
N1,適性,てきせい,적성,vocab,true
N1,遭難,そうなん,"재난, 난파선, 사고",vocab,true
N1,遮る,さえぎる,"방해하다, 방해하다, 방해하다",vocab,true
N1,遺跡,いせき,역사적인 유적,vocab,true
N1,避ける,よける,"피하다 (물리적 접촉; 피하다, 피하다",vocab,true
N1,避難,ひなん,"피난처를 찾다, 피난처를 찾다",vocab,true
N1,還元,かんげん,"해결, 축소, 반환",vocab,true
N1,還暦,かんれき,환갑,vocab,true
N1,邸宅,ていたく,"저택, 거주지",vocab,true
N1,部下,ぶか,부하,vocab,true
N1,部門,ぶもん,"학급, 그룹, 카테고리, 부서, 분야, 지점",vocab,true
N1,郷土,きょうど,고국,vocab,true
N1,郷愁,きょうしゅう,"향수병, 향수병",vocab,true
N1,郷里,きょうり,"출생지, 고향",vocab,true
N1,配偶者,はいぐうしゃ,배우자,vocab,true
N1,配分,はいぶん,"분배, 할당",vocab,true
N1,配列,はいれつ,"배열, 배열(프로그래밍)",vocab,true
N1,配布,はいふ,분포,vocab,true
N1,配慮,はいりょ,"고려, 관심, 사전 고려",vocab,true
N1,配給,はいきゅう,"배급(예: 영화, 쌀",vocab,true
N1,配置,はいち,"(자원의) 배치, 배치",vocab,true
N1,酪農,らくのう,낙농업,vocab,true
N1,酸,さん,산,vocab,true
N1,重んじる,おもんじる,"존경하다, 존경하다, 높이 평가하다, 높이 평가하다",vocab,true
N1,重んずる,おもんずる,"존경하다, 존중하다, 소중히 여기다",vocab,true
N1,重宝,ちょうほう,"편리하다, 유용하다",vocab,true
N1,重複,じゅうふく,"중복, 반복, 중복",vocab,true
N1,重複,ちょうふく,"중복, 반복, 중복, 중복, 복원",vocab,true
N1,野外,やがい,"들판, 외곽, 야외, 교외",vocab,true
N1,野心,やしん,"야망, 열망",vocab,true
N1,野生,やせい,야생의,vocab,true
N1,金槌,かなづち,(철) 망치,vocab,true
N1,釣り鐘,つりがね,사원의 종(타치기용),vocab,true
N1,鈍る,にぶる,"능력이 떨어지다, 무뎌지다, 무뎌지다, 약해지다",vocab,true
N1,鈍感,どんかん,"둔감, 둔감",vocab,true
N1,鉄棒,てつぼう,"쇠막대, 지렛대, 가로봉(체조)",vocab,true
N1,鉄鋼,てっこう,철과 강철,vocab,true
N1,鉛,なまり,납(금속),vocab,true
N1,鉱山,こうざん,내 거,vocab,true
N1,鉱業,こうぎょう,광업,vocab,true
N1,錯誤,さくご,실수,vocab,true
N1,鍛える,きたえる,"위조하다, 훈련시키다, 훈련시키다",vocab,true
N1,長々,ながなが,"길다, 늘어지다, 아주 길다",vocab,true
N1,長官,ちょうかん,"국장, (정부) 비서",vocab,true
N1,長編,ちょうへん,"장편(예: 소설, 영화)",vocab,true
N1,閉口,へいこう,입 다물다,vocab,true
N1,閉鎖,へいさ,"폐쇄하다, 폐쇄하다, 폐쇄하다",vocab,true
N1,開催,かいさい,"회의를 열다, 전시회를 열다",vocab,true
N1,開拓,かいたく,"재배, 개척자",vocab,true
N1,開発,かいはつ,"개발, 착취",vocab,true
N1,間柄,あいだがら,관계,vocab,true
N1,関与,かんよ,"참가하다, 참여하다",vocab,true
N1,関税,かんぜい,"관세, 관세, 관세",vocab,true
N1,閲覧,えつらん,"검사, 참조, 찾아보기",vocab,true
N1,闇,やみ,"어둠, 그늘진, 불법",vocab,true
N1,防火,ぼうか,"화재 예방, 소방, 방화",vocab,true
N1,防衛,ぼうえい,"방어, 보호, 자기 방어",vocab,true
N1,阻む,はばむ,"누군가가 하는 일을 막다, 멈추다, 반대하다",vocab,true
N1,阻止,そし,"방해, 견제, 방해",vocab,true
N1,降水,こうすい,"강수량, 강수량",vocab,true
N1,限定,げんてい,"제한, 제한",vocab,true
N1,陣,じん,"전투 대형, 캠프, 야영지",vocab,true
N1,除外,じょがい,"예외, 제외",vocab,true
N1,陰気,いんき,"우울하다, 우울하다",vocab,true
N1,陳列,ちんれつ,"전시, 전시, 쇼",vocab,true
N1,陶器,とうき,"도자기, 도자기",vocab,true
N1,階層,かいそう,"클래스, 레벨, 계층, 계층",vocab,true
N1,階級,かいきゅう,"클래스, 계급, 등급",vocab,true
N1,隔たる,へだたる,멀어지다,vocab,true
N1,隔週,かくしゅう,격주로,vocab,true
N1,障る,さわる,"방해하다, 간섭하다, 영향을 미치다",vocab,true
N1,隠居,いんきょ,퇴직; 은퇴한 사람,vocab,true
N1,雄,おす,수컷(동물),vocab,true
N1,集計,しゅうけい,"합산, 집계",vocab,true
N1,雌,めす,암컷(동물),vocab,true
N1,雑,ざつ,"거친, 조잡한",vocab,true
N1,雑木,ぞうき,"다양한 종류의 작은 나무, 다양한 나무",vocab,true
N1,雑談,ざつだん,"채팅, 잡담",vocab,true
N1,雑貨,ざっか,"잡화, 잡화",vocab,true
N1,雛,ひな,"어린 새, 병아리, 인형",vocab,true
N1,雛祭,ひなまつり,소녀(인형) 축제,vocab,true
N1,雨具,あまぐ,비옷,vocab,true
N1,雨天,うてん,비오는 날씨,vocab,true
N1,雪崩,なだれ,눈사태,vocab,true
N1,雫,しずく,(물방울),vocab,true
N1,電源,でんげん,"전기의 근원, 전력(예: TV의 버튼)",vocab,true
N1,震わせる,ふるわせる,"흔들리다, 떨다",vocab,true
N1,霞む,かすむ,"흐릿해지다, 흐릿해지다",vocab,true
N1,霰,あられ,우박(예: 떨어지는 얼음 공),vocab,true
N1,露骨,ろこつ,"무뚝뚝하고 솔직하다. 확실히 보이는; 광범위한, 암시적인",vocab,true
N1,青春,せいしゅん,"청춘, 인생의 봄, 사춘기",vocab,true
N1,静止,せいし,"고요함, 안식, 가만히 서 있음",vocab,true
N1,静的,せいてき,공전,vocab,true
N1,非難,ひなん,"비난, 공격, 비판",vocab,true
N1,面する,めんする,"~을 바라보다, 바라보다",vocab,true
N1,面会,めんかい,회견,vocab,true
N1,面目,めんぼく,"얼굴, 명예, 명성",vocab,true
N1,面目,めんもく,"얼굴, 명예, 명성",vocab,true
N1,革命,かくめい,혁명,vocab,true
N1,革新,かくしん,"개혁, 혁신",vocab,true
N1,鞠,まり,공,vocab,true
N1,音色,ねいろ,"음색, 음색",vocab,true
N1,預金,よきん,"예금, 은행계좌",vocab,true
N1,頑丈,がんじょう,"견고한, 확고한, 강한",vocab,true
N1,頑固,がんこ,"고집, 고집",vocab,true
N1,領土,りょうど,"영토, 소유",vocab,true
N1,領地,りょうち,지역,vocab,true
N1,領域,りょういき,"지역, 영토, 지방",vocab,true
N1,領海,りょうかい,영해,vocab,true
N1,頭,かしら,"머리, 수석",vocab,true
N1,頻繁,ひんぱん,빈도,vocab,true
N1,題する,だいする,제목에,vocab,true
N1,顎,あご,턱,vocab,true
N1,顔付き,かおつき,표정,vocab,true
N1,願書,がんしょ,신청서,vocab,true
N1,類,るい,"종류, 클래스, 가족",vocab,true
N1,類似,るいじ,유사한,vocab,true
N1,類推,るいすい,유추,vocab,true
N1,顧みる,かえりみる,"되돌아보다, 돌아서다, 검토하다",vocab,true
N1,風俗,ふうぞく,"매너, 관습; 성산업",vocab,true
N1,風土,ふうど,"자연의 특징, 기후",vocab,true
N1,風習,ふうしゅう,관습,vocab,true
N1,風車,ふうしゃ,풍차 비슷한 것,vocab,true
N1,食い違う,くいちがう,"서로 교차하다, 서로 다르다",vocab,true
N1,飲み込む,のみこむ,"꿀꺽꿀꺽 삼키다, 깊이 삼키다, 이해하다",vocab,true
N1,飼育,しいく,"번식, 사육, 양육",vocab,true
N1,飽和,ほうわ,포화,vocab,true
N1,養う,やしなう,"기르다, 유지하다, 기르다",vocab,true
N1,養護,ようご,"보호, 간호, 보호적 치료",vocab,true
N1,首脳,しゅのう,"머리, 리더",vocab,true
N1,首輪,くびわ,"목걸이, 초커",vocab,true
N1,首飾り,くびかざり,목걸이,vocab,true
N1,香辛料,こうしんりょう,향료,vocab,true
N1,馴々しい,なれなれしい,"익숙하다, 자유롭게 하다",vocab,true
N1,駄作,ださく,가난한 일,vocab,true
N1,駆けっこ,かけっこ,(발) 경주,vocab,true
N1,駆け足,かけあし,"빠르게 달리다, 두 배의 시간",vocab,true
N1,騒動,そうどう,"분쟁, 폭동, 반란",vocab,true
N1,驚異,きょうい,"경이로움, 기적",vocab,true
N1,骨董品,こっとうひん,진품,vocab,true
N1,高原,こうげん,"고원, 고원",vocab,true
N1,高尚,こうしょう,"높은, 고귀한, 세련된",vocab,true
N1,魂,たましい,"영혼, 정신",vocab,true
N1,鮮やか,あざやか,"생생한, 선명한",vocab,true
N1,鳥居,とりい,신사 아치길,vocab,true
N1,麻,あさ,마,vocab,true
N1,麻痺,まひ,"마비, 마비, 마비",vocab,true
N1,麻酔,ますい,마취,vocab,true
N1,黄金,おうごん,금,vocab,true
N1,黒字,くろじ,검정색의 균형 (그림),vocab,true
N1,～きり,～きり,오직,vocab,true
N1,～どころか,～どころか,오히려 거리가 멀다,vocab,true
N1,～なんか,～なんか,적어도 ~,vocab,true
N1,～まみれ,～まみれ,"(에 의해, 안으로) ~으로 덮여있다",vocab,true
N1,～光,～こう,빛,vocab,true
N1,～割,～わり,~ 퍼센트,vocab,true
N1,～合せ,～あわせ,전체적으로,vocab,true
N1,～味,～み,~캐스트(미각),vocab,true
N1,～営,～えい,~달리다,vocab,true
N1,～増し,～まし,~ 증가,vocab,true
N1,～嬢,～じょう,젊은 숙녀,vocab,true
N1,～宗,～しゅう,분파,vocab,true
N1,～宛,～あて,for...(예: 편지에서),vocab,true
N1,～寄り,～より,~에 가까운 (예: 북쪽에서 동쪽으로),vocab,true
N1,～心,～しん,~의 마음,vocab,true
